simulation_id,location,altitude_m,latitude_deg,longitude_deg,length_m,width_m,height_m,floor_area_m2,volume_m3,orientation_deg,wall_material,wall_thickness_m,wall_insulation_material,wall_insulation_thickness_m,roof_material,roof_thickness_m,roof_insulation_material,roof_insulation_thickness_m,floor_material,floor_thickness_m,glazing_area_m2,glazing_ratio,glazing_type,window_orientation_deg,night_shutter,shutter_R_m2K_W,roof_emissivity,ach,occupants,internal_gain_W,heater_type,combustion_heater_present,capital_cost_inr,cost_basis,overall_U_value_W_m2K,overall_R_value_m2K_W,thermal_mass_J_K,air_pressure_Pa,air_density_kg_m3
SIM_000278,Dras,3280.0,34.4293,75.7533,4.5,4.8,2.4,21.6,51.84,162.3,mud_brick,0.49,eps,0.065,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.15,3.31,0.0741,triple_pane,180.0,0,0.0,0.3,3.09,5,500.0,none,False,158991.0,SOURCED,1.2797,0.7814,37973898.8,67647.9,0.8956
SIM_000279,Siachen,5400.0,35.4212,77.1095,7.5,5.1,3.0,38.25,114.75,191.1,dense_concrete,0.3,eps,0.069,pu_sandwich_panel,0.1,none,0.0,dense_concrete,0.19,4.58,0.0606,single_pane,180.0,1,0.5,0.33,1.03,9,900.0,unflued_combustion,True,359161.0,SOURCED,1.2218,0.8185,66182922.2,51194.2,0.6777
SIM_000280,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.8,3.3,2.4,25.74,61.78,199.4,rammed_earth,0.41,rockwool,0.15,pu_sandwich_panel,0.12,none,0.0,dense_concrete,0.12,6.57,0.1233,triple_pane,180.0,1,0.5,0.25,0.9,10,1000.0,unflued_combustion,True,231404.0,SOURCED,1.2294,0.8134,42075710.1,53552.3,0.709
SIM_000281,Galwan,4300.0,34.75,78.25,7.9,4.1,2.4,32.39,77.74,162.4,dense_concrete,0.24,straw_bale,0.067,concrete,0.16,eps,0.055,stone_floor,0.14,5.46,0.0948,single_pane,180.0,1,0.5,0.24,2.18,12,1200.0,flued_stove,False,218339.0,SOURCED,1.6607,0.6022,51152163.3,59268.2,0.7846
SIM_000282,Hanle,4500.0,32.7784,78.9642,4.5,3.5,2.6,15.75,40.95,225.3,stone_masonry,0.42,none,0.0,pu_sandwich_panel,0.08,none,0.0,stone_floor,0.13,0.36,0.0087,triple_pane,180.0,1,0.5,0.48,3.45,5,500.0,electric,False,120663.0,SOURCED,2.5456,0.3928,39371682.3,57728.3,0.7642
SIM_000283,Nyoma,4180.0,33.1958,78.6508,9.2,5.5,2.9,50.6,146.74,158.4,rammed_earth,0.25,none,0.0,concrete,0.16,none,0.0,stone_floor,0.22,10.2,0.1196,single_pane,180.0,0,0.0,0.27,1.28,7,700.0,none,False,209022.0,SOURCED,3.407,0.2935,76170845.9,60207.9,0.7971
SIM_000284,Chushul,4350.0,33.5936,78.6543,4.6,4.5,2.6,20.7,53.82,189.4,dense_concrete,0.2,rockwool,0.047,pu_sandwich_panel,0.11,none,0.0,dense_concrete,0.24,3.97,0.0839,double_pane,180.0,1,0.5,0.57,3.05,5,500.0,unflued_combustion,True,194446.0,SOURCED,1.1822,0.8459,31619223.6,58880.1,0.7795
SIM_000285,Rezang La,5000.0,33.425,78.8472,6.0,3.8,2.8,22.8,63.84,206.1,dense_concrete,0.29,none,0.0,concrete,0.15,eps,0.127,stone_floor,0.21,0.39,0.0071,triple_pane,180.0,0,0.0,0.38,3.34,3,300.0,flued_stove,False,220042.0,SOURCED,2.509,0.3986,54532559.0,54019.9,0.7151
SIM_000286,Pangong,4250.0,33.7595,78.6674,6.7,5.4,3.1,36.18,112.16,161.4,dense_concrete,0.17,rockwool,0.07,pu_sandwich_panel,0.13,none,0.0,dense_concrete,0.14,6.12,0.0816,single_pane,180.0,1,0.5,0.23,3.8,11,1100.0,unflued_combustion,True,279589.0,SOURCED,1.309,0.7639,39136737.6,59658.3,0.7898
SIM_000287,Depsang,5330.0,35.3167,78.0167,8.1,3.1,2.5,25.11,62.77,180.0,mud_brick,0.43,straw_bale,0.104,cgi_sheet,0.002,eps,0.134,dense_concrete,0.25,3.02,0.0539,double_pane,180.0,1,0.5,0.5,1.99,9,900.0,flued_stove,False,181965.0,SOURCED,1.0765,0.9289,49959141.3,51679.8,0.6842
SIM_000288,Kargil,2676.0,34.5539,76.1349,9.6,4.2,3.0,40.32,120.96,192.1,mud_brick,0.37,none,0.0,concrete,0.12,rockwool,0.125,dense_concrete,0.2,2.96,0.0357,double_pane,180.0,1,0.5,0.35,3.56,4,400.0,flued_stove,False,255362.0,SOURCED,1.6953,0.5899,74189324.8,73045.7,0.967
SIM_000289,Leh,3500.0,34.1526,77.5771,4.9,5.8,2.7,28.42,76.73,180.5,rammed_earth,0.35,none,0.0,concrete,0.18,eps,0.114,dense_concrete,0.16,1.07,0.0185,single_pane,180.0,1,0.5,0.31,2.89,8,800.0,flued_stove,False,149699.0,SOURCED,2.1375,0.4678,58132275.8,65764.1,0.8706
SIM_000290,Dras,3280.0,34.4293,75.7533,5.5,4.9,3.1,26.95,83.55,173.4,mud_brick,0.22,eps,0.034,cgi_sheet,0.002,eps,0.135,stone_floor,0.22,1.89,0.0293,triple_pane,180.0,1,0.5,0.57,2.29,2,200.0,electric,False,146692.0,SOURCED,1.2767,0.7833,33677561.7,67647.9,0.8956
SIM_000291,Siachen,5400.0,35.4212,77.1095,9.7,5.9,2.8,57.23,160.24,261.2,mud_brick,0.26,none,0.0,concrete,0.13,none,0.0,stone_floor,0.25,11.23,0.1285,triple_pane,180.0,0,0.0,0.26,1.55,5,500.0,flued_stove,False,307473.0,SOURCED,2.9301,0.3413,77235878.2,51194.2,0.6777
SIM_000292,Daulat Beg Oldie,5065.0,35.4057,77.9297,4.6,4.6,2.5,21.16,52.9,158.0,pu_sandwich_panel,0.09,none,0.0,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.13,2.11,0.0459,double_pane,180.0,0,0.0,0.36,4.03,2,200.0,unflued_combustion,True,128096.0,SOURCED,1.2355,0.8094,6692383.1,53552.3,0.709
SIM_000293,Galwan,4300.0,34.75,78.25,8.5,4.5,3.0,38.25,114.75,182.8,pu_sandwich_panel,0.1,none,0.0,concrete,0.19,eps,0.141,dense_concrete,0.15,6.72,0.0862,double_pane,180.0,0,0.0,0.22,2.24,8,800.0,electric,False,281576.0,SOURCED,1.2584,0.7947,30589917.3,59268.2,0.7846
SIM_000294,Hanle,4500.0,32.7784,78.9642,4.1,3.1,2.6,12.71,33.05,157.7,dense_concrete,0.17,straw_bale,0.14,concrete,0.18,none,0.0,dense_concrete,0.12,1.43,0.0382,single_pane,180.0,0,0.0,0.63,3.29,3,300.0,flued_stove,False,95151.0,SOURCED,1.9709,0.5074,23873388.4,57728.3,0.7642
SIM_000295,Nyoma,4180.0,33.1958,78.6508,7.3,4.9,2.9,35.77,103.73,199.4,rammed_earth,0.31,none,0.0,concrete,0.13,eps,0.054,stone_floor,0.21,3.29,0.0465,double_pane,180.0,1,0.5,0.24,4.15,6,600.0,unflued_combustion,True,172403.0,SOURCED,2.2263,0.4492,64456553.0,60207.9,0.7971
SIM_000296,Chushul,4350.0,33.5936,78.6543,6.7,3.9,3.0,26.13,78.39,152.1,mud_brick,0.49,none,0.0,cgi_sheet,0.002,rockwool,0.097,dense_concrete,0.12,5.98,0.094,double_pane,180.0,1,0.5,0.55,1.27,8,800.0,unflued_combustion,True,178303.0,SOURCED,1.6924,0.5909,49808911.1,58880.1,0.7795
SIM_000297,Rezang La,5000.0,33.425,78.8472,8.7,4.7,2.5,40.89,102.22,228.2,pu_sandwich_panel,0.12,none,0.0,pu_sandwich_panel,0.1,none,0.0,dense_concrete,0.18,8.25,0.1231,triple_pane,180.0,0,0.0,0.81,0.75,4,400.0,none,False,305180.0,SOURCED,1.2246,0.8166,17625715.0,54019.9,0.7151
SIM_000298,Pangong,4250.0,33.7595,78.6674,4.7,5.8,2.9,27.26,79.05,190.0,stone_masonry,0.24,rockwool,0.132,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.25,4.99,0.0819,single_pane,180.0,0,0.0,0.63,3.29,9,900.0,flued_stove,False,216030.0,SOURCED,1.2069,0.8286,43193168.0,59658.3,0.7898
SIM_000299,Depsang,5330.0,35.3167,78.0167,4.3,3.1,2.8,13.33,37.32,192.0,stone_masonry,0.44,rockwool,0.056,cgi_sheet,0.002,eps,0.037,dense_concrete,0.14,1.98,0.0478,double_pane,180.0,0,0.0,0.21,4.04,3,300.0,electric,False,128535.0,SOURCED,1.3498,0.7409,39526696.7,51679.8,0.6842
SIM_000300,Kargil,2676.0,34.5539,76.1349,7.4,3.5,2.6,25.9,67.34,159.7,mud_brick,0.38,rockwool,0.126,concrete,0.18,rockwool,0.046,dense_concrete,0.2,8.63,0.1523,single_pane,180.0,0,0.0,0.49,2.25,5,500.0,electric,False,207570.0,SOURCED,1.5652,0.6389,50309655.1,73045.7,0.967
SIM_000301,Leh,3500.0,34.1526,77.5771,8.2,3.6,2.5,29.52,73.8,135.7,stone_masonry,0.38,straw_bale,0.029,cgi_sheet,0.002,none,0.0,stone_floor,0.12,3.59,0.0608,triple_pane,180.0,0,0.0,0.27,1.11,3,300.0,unflued_combustion,True,161340.0,SOURCED,3.2207,0.3105,50579875.7,65764.1,0.8706
SIM_000302,Dras,3280.0,34.4293,75.7533,4.5,3.1,2.5,13.95,34.88,166.5,mud_brick,0.33,straw_bale,0.079,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.21,2.77,0.0729,single_pane,180.0,1,0.5,0.58,3.93,4,400.0,unflued_combustion,True,96059.0,SOURCED,1.1601,0.862,24775148.8,67647.9,0.8956
SIM_000303,Siachen,5400.0,35.4212,77.1095,5.5,3.5,3.1,19.25,59.68,187.0,dense_concrete,0.13,rockwool,0.093,concrete,0.1,eps,0.052,dense_concrete,0.2,6.04,0.1082,triple_pane,180.0,1,0.5,0.33,3.15,6,600.0,none,False,197224.0,SOURCED,1.0948,0.9134,28423009.1,51194.2,0.6777
SIM_000304,Daulat Beg Oldie,5065.0,35.4057,77.9297,5.8,4.4,2.7,25.52,68.9,221.7,stone_masonry,0.27,none,0.0,cgi_sheet,0.002,eps,0.089,dense_concrete,0.19,1.11,0.0202,double_pane,180.0,1,0.5,0.8,0.35,7,700.0,electric,False,137649.0,SOURCED,2.7086,0.3692,40848872.9,53552.3,0.709
SIM_000305,Galwan,4300.0,34.75,78.25,9.0,5.5,3.1,49.5,153.45,174.8,pu_sandwich_panel,0.08,none,0.0,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.21,7.18,0.0799,double_pane,180.0,0,0.0,0.4,0.31,13,1300.0,flued_stove,False,285572.0,SOURCED,1.2199,0.8197,24594127.9,59268.2,0.7846
SIM_000306,Hanle,4500.0,32.7784,78.9642,8.8,4.2,2.7,36.96,99.79,150.6,dense_concrete,0.16,none,0.0,pu_sandwich_panel,0.12,none,0.0,dense_concrete,0.2,9.68,0.1379,double_pane,180.0,1,0.5,0.85,0.69,10,1000.0,electric,False,279184.0,SOURCED,2.6363,0.3793,39597977.2,57728.3,0.7642
SIM_000307,Nyoma,4180.0,33.1958,78.6508,9.6,4.8,3.0,46.08,138.24,161.6,stone_masonry,0.37,rockwool,0.119,concrete,0.13,none,0.0,dense_concrete,0.16,2.63,0.0304,single_pane,180.0,0,0.0,0.46,1.15,15,1500.0,none,False,330931.0,SOURCED,2.2627,0.4419,93733750.5,60207.9,0.7971
SIM_000308,Chushul,4350.0,33.5936,78.6543,6.0,3.1,2.6,18.6,48.36,301.8,rammed_earth,0.44,rockwool,0.04,concrete,0.13,eps,0.084,stone_floor,0.13,6.92,0.1462,double_pane,180.0,1,0.5,0.75,0.92,1,100.0,unflued_combustion,True,141044.0,SOURCED,1.4252,0.7017,42854175.5,58880.1,0.7795
SIM_000309,Rezang La,5000.0,33.425,78.8472,8.3,3.5,3.1,29.05,90.06,158.3,mud_brick,0.38,none,0.0,concrete,0.13,eps,0.051,stone_floor,0.24,11.55,0.1579,single_pane,180.0,1,0.5,0.23,1.05,4,400.0,flued_stove,False,206762.0,SOURCED,1.7266,0.5792,58642081.2,54019.9,0.7151
SIM_000310,Pangong,4250.0,33.7595,78.6674,4.7,5.7,3.0,26.79,80.37,188.2,dense_concrete,0.3,straw_bale,0.137,pu_sandwich_panel,0.1,none,0.0,dense_concrete,0.17,1.08,0.0173,triple_pane,180.0,1,0.5,0.67,1.8,8,800.0,none,False,268021.0,SOURCED,1.1556,0.8654,54662872.9,59658.3,0.7898
SIM_000311,Depsang,5330.0,35.3167,78.0167,6.5,3.5,2.8,22.75,63.7,192.7,pu_sandwich_panel,0.08,none,0.0,concrete,0.12,rockwool,0.102,stone_floor,0.13,5.78,0.1032,triple_pane,180.0,0,0.0,0.33,2.39,9,900.0,unflued_combustion,True,165741.0,SOURCED,1.2514,0.7991,12926034.8,51679.8,0.6842
SIM_000312,Kargil,2676.0,34.5539,76.1349,5.3,4.1,2.9,21.73,63.02,135.6,mud_brick,0.29,straw_bale,0.111,cgi_sheet,0.002,rockwool,0.048,stone_floor,0.22,4.28,0.0785,single_pane,180.0,1,0.5,0.46,1.69,3,300.0,unflued_combustion,True,119645.0,SOURCED,1.2508,0.7995,33325084.1,73045.7,0.967
SIM_000313,Leh,3500.0,34.1526,77.5771,9.1,4.3,2.6,39.13,101.74,102.2,pu_sandwich_panel,0.07,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.15,3.6,0.0517,triple_pane,180.0,0,0.0,0.84,0.16,2,200.0,none,False,161664.0,SOURCED,2.7686,0.3612,14140906.9,65764.1,0.8706
SIM_000314,Dras,3280.0,34.4293,75.7533,4.5,3.7,3.0,16.65,49.95,150.6,pu_sandwich_panel,0.08,none,0.0,concrete,0.15,rockwool,0.075,stone_floor,0.16,4.52,0.0919,double_pane,180.0,1,0.5,0.47,0.57,1,100.0,unflued_combustion,True,131844.0,SOURCED,1.1163,0.8958,11700722.8,67647.9,0.8956
SIM_000315,Siachen,5400.0,35.4212,77.1095,8.8,5.9,2.5,51.92,129.8,175.1,mud_brick,0.4,straw_bale,0.115,pu_sandwich_panel,0.14,none,0.0,dense_concrete,0.22,6.79,0.0924,triple_pane,180.0,0,0.0,0.43,0.75,7,700.0,none,False,366369.0,SOURCED,1.2528,0.7982,68205233.3,51194.2,0.6777
SIM_000316,Daulat Beg Oldie,5065.0,35.4057,77.9297,9.6,5.1,3.1,48.96,151.78,172.1,pu_sandwich_panel,0.09,none,0.0,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.14,2.57,0.0282,single_pane,180.0,1,0.5,0.59,3.19,6,600.0,none,False,262102.0,SOURCED,1.2494,0.8004,16538993.6,53552.3,0.709
SIM_000317,Galwan,4300.0,34.75,78.25,5.2,4.5,2.5,23.4,58.5,131.9,pu_sandwich_panel,0.14,none,0.0,cgi_sheet,0.002,eps,0.085,stone_floor,0.23,0.8,0.0165,double_pane,180.0,1,0.5,0.56,3.86,3,300.0,flued_stove,False,170350.0,SOURCED,1.0567,0.9463,12101682.1,59268.2,0.7846
SIM_000318,Hanle,4500.0,32.7784,78.9642,7.3,3.5,2.6,25.55,66.43,198.8,pu_sandwich_panel,0.1,none,0.0,concrete,0.11,rockwool,0.124,stone_floor,0.17,3.84,0.0684,triple_pane,180.0,1,0.5,0.62,3.86,2,200.0,none,False,194332.0,SOURCED,1.1442,0.874,16165843.4,57728.3,0.7642
SIM_000319,Nyoma,4180.0,33.1958,78.6508,4.2,4.7,3.1,19.74,61.19,169.4,dense_concrete,0.17,rockwool,0.116,cgi_sheet,0.002,rockwool,0.063,dense_concrete,0.11,1.04,0.0188,triple_pane,180.0,0,0.0,0.66,4.31,5,500.0,unflued_combustion,True,164747.0,SOURCED,1.1973,0.8352,26663154.5,60207.9,0.7971
SIM_000320,Chushul,4350.0,33.5936,78.6543,4.1,4.7,3.0,19.27,57.81,204.5,pu_sandwich_panel,0.09,none,0.0,concrete,0.19,eps,0.028,stone_floor,0.22,4.92,0.0932,double_pane,180.0,0,0.0,0.48,2.69,4,400.0,electric,False,153004.0,SOURCED,1.2458,0.8027,17735202.1,58880.1,0.7795
SIM_000321,Rezang La,5000.0,33.425,78.8472,7.5,3.7,2.5,27.75,69.38,178.8,stone_masonry,0.28,none,0.0,cgi_sheet,0.002,rockwool,0.087,stone_floor,0.21,2.05,0.0366,double_pane,180.0,0,0.0,0.3,2.3,9,900.0,unflued_combustion,True,146818.0,SOURCED,2.6853,0.3724,43192129.1,54019.9,0.7151
SIM_000322,Pangong,4250.0,33.7595,78.6674,7.2,4.6,2.5,33.12,82.8,176.5,dense_concrete,0.28,rockwool,0.104,cgi_sheet,0.002,rockwool,0.078,stone_floor,0.13,7.35,0.1246,double_pane,180.0,1,0.5,0.25,0.33,9,900.0,none,False,265977.0,SOURCED,1.4472,0.691,43046467.9,59658.3,0.7898
SIM_000323,Depsang,5330.0,35.3167,78.0167,9.6,4.1,3.1,39.36,122.02,80.8,dense_concrete,0.27,straw_bale,0.07,concrete,0.13,rockwool,0.053,stone_floor,0.19,4.8,0.0565,single_pane,180.0,1,0.5,0.55,2.84,13,1300.0,electric,False,324619.0,SOURCED,1.4675,0.6814,78705927.5,51679.8,0.6842
SIM_000324,Kargil,2676.0,34.5539,76.1349,6.6,4.1,3.0,27.06,81.18,91.0,stone_masonry,0.36,eps,0.066,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.25,7.25,0.1129,triple_pane,180.0,0,0.0,0.53,4.19,8,800.0,unflued_combustion,True,262607.0,SOURCED,1.1234,0.8902,57208056.6,73045.7,0.967
SIM_000325,Leh,3500.0,34.1526,77.5771,9.3,4.7,2.9,43.71,126.76,34.8,dense_concrete,0.29,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.19,10.32,0.1271,triple_pane,180.0,0,0.0,0.71,1.12,1,100.0,unflued_combustion,True,338512.0,SOURCED,3.7928,0.2637,66816440.9,65764.1,0.8706
SIM_000326,Dras,3280.0,34.4293,75.7533,7.2,5.2,2.7,37.44,101.09,192.8,dense_concrete,0.16,eps,0.044,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.14,0.66,0.0099,single_pane,180.0,1,0.5,0.69,2.42,1,100.0,flued_stove,False,207730.0,SOURCED,1.4674,0.6815,36814896.0,67647.9,0.8956
SIM_000327,Siachen,5400.0,35.4212,77.1095,4.3,4.2,2.6,18.06,46.96,204.6,stone_masonry,0.29,straw_bale,0.039,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.15,4.23,0.0957,triple_pane,180.0,0,0.0,0.67,0.4,4,400.0,flued_stove,False,138234.0,SOURCED,1.5897,0.629,30030414.3,51194.2,0.6777
SIM_000328,Daulat Beg Oldie,5065.0,35.4057,77.9297,9.7,3.4,3.1,32.98,102.24,320.0,stone_masonry,0.43,eps,0.15,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.17,6.05,0.0745,double_pane,180.0,1,0.5,0.58,2.77,5,500.0,unflued_combustion,True,354445.0,SOURCED,1.0623,0.9414,78692255.6,53552.3,0.709
SIM_000329,Galwan,4300.0,34.75,78.25,6.5,5.9,2.6,38.35,99.71,23.5,mud_brick,0.31,none,0.0,concrete,0.16,eps,0.14,dense_concrete,0.19,5.84,0.0906,double_pane,180.0,0,0.0,0.63,1.33,11,1100.0,none,False,226242.0,SOURCED,1.8718,0.5342,58333177.3,59268.2,0.7846
SIM_000330,Hanle,4500.0,32.7784,78.9642,4.1,5.4,2.5,22.14,55.35,224.9,pu_sandwich_panel,0.09,none,0.0,cgi_sheet,0.002,rockwool,0.056,dense_concrete,0.14,0.22,0.0046,double_pane,180.0,1,0.5,0.21,0.39,6,600.0,none,False,111225.0,SOURCED,1.2459,0.8026,7625657.9,57728.3,0.7642
SIM_000331,Nyoma,4180.0,33.1958,78.6508,5.3,5.1,2.5,27.03,67.57,154.9,rammed_earth,0.39,straw_bale,0.086,concrete,0.16,none,0.0,stone_floor,0.15,1.13,0.0217,double_pane,180.0,1,0.5,0.85,3.88,7,700.0,unflued_combustion,True,124225.0,SOURCED,2.3079,0.4333,55193937.7,60207.9,0.7971
SIM_000332,Chushul,4350.0,33.5936,78.6543,4.1,4.5,3.1,18.45,57.2,173.5,stone_masonry,0.47,none,0.0,concrete,0.11,eps,0.11,dense_concrete,0.14,0.91,0.0171,double_pane,180.0,0,0.0,0.4,1.61,3,300.0,unflued_combustion,True,170385.0,SOURCED,2.4259,0.4122,60384111.3,58880.1,0.7795
SIM_000333,Rezang La,5000.0,33.425,78.8472,8.1,4.0,3.0,32.4,97.2,90.5,rammed_earth,0.39,eps,0.128,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.17,10.87,0.1497,double_pane,180.0,1,0.5,0.21,3.82,11,1100.0,electric,False,256145.0,SOURCED,1.1681,0.8561,56476277.8,54019.9,0.7151
SIM_000334,Pangong,4250.0,33.7595,78.6674,5.4,5.6,3.2,30.24,96.77,175.7,mud_brick,0.45,rockwool,0.048,concrete,0.1,eps,0.129,dense_concrete,0.17,2.67,0.0379,double_pane,180.0,1,0.5,0.44,0.97,8,800.0,flued_stove,False,228694.0,SOURCED,1.207,0.8285,64719299.8,59658.3,0.7898
SIM_000335,Depsang,5330.0,35.3167,78.0167,5.7,5.4,3.0,30.78,92.34,187.5,mud_brick,0.31,straw_bale,0.062,concrete,0.12,rockwool,0.144,stone_floor,0.17,0.84,0.0126,double_pane,180.0,0,0.0,0.26,3.24,4,400.0,electric,False,173675.0,SOURCED,1.3691,0.7304,51160885.1,51679.8,0.6842
SIM_000336,Kargil,2676.0,34.5539,76.1349,7.5,4.1,2.5,30.75,76.87,12.4,stone_masonry,0.25,none,0.0,concrete,0.11,none,0.0,dense_concrete,0.24,7.45,0.1284,triple_pane,180.0,0,0.0,0.66,2.98,11,1100.0,flued_stove,False,203897.0,SOURCED,3.5215,0.284,50305661.1,73045.7,0.967
SIM_000337,Leh,3500.0,34.1526,77.5771,6.3,4.8,3.0,30.24,90.72,113.6,stone_masonry,0.26,none,0.0,pu_sandwich_panel,0.09,none,0.0,stone_floor,0.25,0.81,0.0122,double_pane,180.0,1,0.5,0.23,0.37,6,600.0,unflued_combustion,True,185857.0,SOURCED,2.6712,0.3744,50781273.4,65764.1,0.8706
SIM_000338,Dras,3280.0,34.4293,75.7533,7.1,4.4,2.6,31.24,81.22,68.0,dense_concrete,0.12,straw_bale,0.14,cgi_sheet,0.002,none,0.0,stone_floor,0.14,4.46,0.0746,double_pane,180.0,1,0.5,0.81,2.11,7,700.0,none,False,136960.0,SOURCED,2.8117,0.3557,26408794.4,67647.9,0.8956
SIM_000339,Siachen,5400.0,35.4212,77.1095,4.1,4.7,2.5,19.27,48.17,156.1,pu_sandwich_panel,0.08,none,0.0,concrete,0.15,rockwool,0.107,dense_concrete,0.13,4.52,0.1027,double_pane,180.0,1,0.5,0.36,1.52,7,700.0,flued_stove,False,135934.0,SOURCED,1.2321,0.8116,12702698.9,51194.2,0.6777
SIM_000340,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.6,5.5,2.9,41.8,121.22,30.5,rammed_earth,0.34,none,0.0,concrete,0.12,eps,0.134,dense_concrete,0.11,8.15,0.1073,double_pane,180.0,1,0.5,0.22,1.4,2,200.0,flued_stove,False,216071.0,SOURCED,2.2157,0.4513,63906570.9,53552.3,0.709
SIM_000341,Galwan,4300.0,34.75,78.25,10.0,3.9,2.8,39.0,109.2,176.6,dense_concrete,0.24,rockwool,0.045,pu_sandwich_panel,0.06,none,0.0,stone_floor,0.25,5.66,0.0727,single_pane,180.0,0,0.0,0.63,2.85,5,500.0,flued_stove,False,296576.0,SOURCED,1.4596,0.6851,60910222.5,59268.2,0.7846
SIM_000342,Hanle,4500.0,32.7784,78.9642,9.9,4.6,3.0,45.54,136.62,192.0,mud_brick,0.27,rockwool,0.071,cgi_sheet,0.002,rockwool,0.031,dense_concrete,0.13,3.33,0.0383,single_pane,180.0,0,0.0,0.33,2.79,13,1300.0,electric,False,193952.0,SOURCED,1.6087,0.6216,48154827.1,57728.3,0.7642
SIM_000343,Nyoma,4180.0,33.1958,78.6508,7.4,3.9,3.1,28.86,89.47,152.6,rammed_earth,0.4,eps,0.054,cgi_sheet,0.002,none,0.0,dense_concrete,0.22,0.35,0.005,single_pane,180.0,1,0.5,0.6,4.35,10,1000.0,flued_stove,False,154240.0,SOURCED,2.3815,0.4199,65213882.2,60207.9,0.7971
SIM_000344,Chushul,4350.0,33.5936,78.6543,9.5,3.2,2.6,30.4,79.04,169.2,pu_sandwich_panel,0.12,none,0.0,concrete,0.19,eps,0.149,dense_concrete,0.15,1.73,0.0262,single_pane,180.0,0,0.0,0.87,2.02,6,600.0,unflued_combustion,True,238940.0,SOURCED,1.1701,0.8546,24425417.7,58880.1,0.7795
SIM_000345,Rezang La,5000.0,33.425,78.8472,9.0,5.7,3.0,51.3,153.9,274.4,stone_masonry,0.29,none,0.0,concrete,0.13,rockwool,0.053,stone_floor,0.17,0.07,0.0008,single_pane,180.0,0,0.0,0.31,4.27,1,100.0,unflued_combustion,True,254259.0,SOURCED,2.7509,0.3635,85615385.0,54019.9,0.7151
SIM_000346,Pangong,4250.0,33.7595,78.6674,8.3,4.6,2.7,38.18,103.09,185.6,stone_masonry,0.45,eps,0.101,cgi_sheet,0.002,none,0.0,dense_concrete,0.23,8.74,0.1255,double_pane,180.0,0,0.0,0.67,3.98,8,800.0,unflued_combustion,True,290486.0,SOURCED,2.7103,0.369,76046911.1,59658.3,0.7898
SIM_000347,Depsang,5330.0,35.3167,78.0167,6.9,5.1,2.4,35.19,84.46,156.1,pu_sandwich_panel,0.1,none,0.0,pu_sandwich_panel,0.14,none,0.0,stone_floor,0.22,6.92,0.1201,triple_pane,180.0,0,0.0,0.52,3.84,14,1400.0,none,False,269842.0,SOURCED,1.1948,0.837,17069093.2,51679.8,0.6842
SIM_000348,Kargil,2676.0,34.5539,76.1349,8.0,3.1,2.4,24.8,59.52,177.6,pu_sandwich_panel,0.06,none,0.0,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.18,7.18,0.1348,triple_pane,180.0,1,0.5,0.64,1.32,3,300.0,electric,False,176078.0,SOURCED,1.1869,0.8425,10577156.6,73045.7,0.967
SIM_000349,Leh,3500.0,34.1526,77.5771,8.5,3.4,3.1,28.9,89.59,31.0,stone_masonry,0.29,none,0.0,concrete,0.12,rockwool,0.147,dense_concrete,0.15,4.54,0.0615,triple_pane,180.0,0,0.0,0.39,3.08,10,1000.0,electric,False,221585.0,SOURCED,2.7042,0.3698,58677053.7,65764.1,0.8706
SIM_000350,Dras,3280.0,34.4293,75.7533,8.1,4.6,2.5,37.26,93.15,103.4,rammed_earth,0.44,straw_bale,0.094,concrete,0.14,eps,0.077,dense_concrete,0.19,2.33,0.0367,double_pane,180.0,1,0.5,0.23,1.57,3,300.0,none,False,206841.0,SOURCED,1.345,0.7435,78049730.0,67647.9,0.8956
SIM_000351,Siachen,5400.0,35.4212,77.1095,7.2,4.0,2.9,28.8,83.52,186.9,dense_concrete,0.23,rockwool,0.089,concrete,0.13,rockwool,0.106,stone_floor,0.23,8.95,0.1378,double_pane,180.0,0,0.0,0.86,1.63,3,300.0,none,False,285113.0,SOURCED,1.2793,0.7817,52697457.0,51194.2,0.6777
SIM_000352,Daulat Beg Oldie,5065.0,35.4057,77.9297,5.2,5.7,3.1,29.64,91.88,175.5,mud_brick,0.31,rockwool,0.046,concrete,0.13,rockwool,0.057,dense_concrete,0.11,3.57,0.0528,double_pane,180.0,1,0.5,0.43,4.08,4,400.0,unflued_combustion,True,175248.0,SOURCED,1.4514,0.689,46298865.2,53552.3,0.709
